MAL_ID|Name|Score|Genres|Type|Episodes|Aired|End|Producers|Licensors|Studios|Source|Duration|Rating|Ranked|Popularity|Members|Favorites|Watching|Completed|On-Hold|Dropped|Plan to Watch|Score-10|Score-9|Score-8|Score-7|Score-6|Score-5|Score-4|Score-3|Score-2|Score-1
26189|Ai Tenshi Densetsu Wedding Peach Specials|6.22|Adventure, Comedy, Magic, Romance, Shoujo|Special|2|11/1/1995||KSS, Nihon Ad Systems, Studio Jack||OLM||10 min. per ep.|G - All Ages|7248|10056|1197|2|48|651|24|54|420|35|21|26|82|91|60|13|12|9|7
26197|Omedetou Jesus-sama||Historical, Kids|OVA|1|10/11/2005|||||Novel|20 min.|G - All Ages|11320|15204|182|3|8|44|5|38|87|8||3|2|2|9|1|2||3
26199|Doolie Baenang-Yeohaeng||Adventure, Kids|OVA|7|10/1/1995||||||23 min. per ep.|G - All Ages|13843|15678|157|0|5|57|2|46|47|6|1|1|3|3|7|3|7|2|7
26209|Examurai Sengoku Recap||Action, Samurai|Special|1|4/1/2009||||TMS Entertainment||15 min.|PG-13 - Teens 13 or older|13918|13705|279|0|14|94|10|35|126|4|2|1|4|8|10|5||8|5
26213|Free!: Eternal Summer - Kindan no All Hard!|7.93|Comedy, School, Slice of Life|Special|1|3/18/2015|||Funimation|Kyoto Animation|Original|24 min.|PG-13 - Teens 13 or older|641|1760|74485|231|1432|57548|637|897|13971|6900|6994|9533|8102|3308|1440|407|181|99|171
26243|Owari no Seraph|7.49|Action, Military, Supernatural, Drama, Vampire, Shounen|TV|12|4/4/2015|6/20/2015|Rakuonsha, NBCUniversal Entertainment Japan, Shueisha|Funimation|Wit Studio|Manga|23 min. per ep.|R - 17+ (violence & profanity)|1589|89|888227|10730|40781|642719|17399|24383|162945|48515|71339|133622|134810|58192|25346|10732|4545|2018|1430
26347|From Osaka with Cheer!||Slice of Life|ONA|4|3/30/2008||||||4 min. per ep.|G - All Ages|13975|14078|253|0|10|123|6|28|86|5|2|2|2|10|25|10|16|8|10
26349|Danna ga Nani wo Itteiru ka Wakaranai Ken|7.38|Slice of Life, Comedy, Romance, Seinen|TV|13|10/3/2014|12/26/2014|DAX Production, Dream Creation||Seven|4-koma manga|3 min. per ep.|PG-13 - Teens 13 or older|1973|519|273464|733|10146|195180|4707|6028|57403|8978|18345|41649|47967|20737|8507|2146|817|379|324
26351|Nagato Yuki-chan no Shoushitsu|6.73|Comedy, Romance, School, Seinen, Slice of Life|TV|16|4/4/2015|7/18/2015|Lantis, Kadokawa Shoten, AT-X, KlockWorx, chara-ani.com, Tokyo MX, Sankyo Planning, Docomo Anime Store, Kadokawa Media House|Funimation|Satelight|Manga|24 min. per ep.|PG-13 - Teens 13 or older|4779|1318|108383|251|7441|50955|5662|10169|34156|1966|3180|8094|12858|8871|4853|2519|1144|685|489
26359|Persona 4 the Golden Animation: Thank you Mr. Accomplice|6.53|Adventure, Mystery, Supernatural, Drama|Special|1|12/10/2014|||Aniplex of America|A-1 Pictures|Game|16 min.|PG-13 - Teens 13 or older|5715|4844|10314|12|202|5902|141|95|3974|216|241|541|1074|1022|488|182|87|53|29
26395|Teekyuu 4|6.73|Comedy, Shounen, Sports|TV|12|4/7/2015|6/23/2015|DAX Production, Earth Star Entertainment||Millepensee|Manga|2 min. per ep.|PG-13 - Teens 13 or older|4739|3794|18283|18|490|14086|252|231|3224|587|607|1683|3252|2256|1092|359|183|106|80
26441|Junketsu no Maria|7.16|Comedy, Historical, Magic, Romance, Fantasy, Seinen|TV|12|1/11/2015|3/29/2015|Bandai Visual, Lantis, Kodansha, I Will|Funimation|Production I.G|Manga|24 min. per ep.|R - 17+ (violence & profanity)|2946|1146|129451|229|8220|68775|6090|8258|38108|2264|5810|14705|18560|9023|4135|1574|582|281|192
26443|Triage X|6.34|Action, Adventure, Ecchi, Shounen|TV|10|4/9/2015|6/11/2015|DAX Production, Nippon Columbia|Sentai Filmworks|Xebec|Manga|23 min. per ep.|R+ - Mild Nudity|6697|1224|119192|207|8605|65158|3976|9900|31553|2475|2999|6913|12623|11131|6705|3891|2122|1399|850
26449|Akame ga Kill! Recap|6.74|Action, Adventure, Fantasy|Special|1|8/31/2014||TOHO animation||White Fox|Manga|42 min.|R - 17+ (violence & profanity)|4700|3035|28987|53|711|20719|400|555|6602|1247|1003|1668|2902|2395|1469|482|212|146|234
26453|Tribe Cool Crew|6.91|Music, School|TV|50|9/28/2014|10/4/2015|Avex Entertainment, Bandai, Nagoya Broadcasting Network|Sentai Filmworks|Sunrise, Bandai Namco Pictures|Original|20 min. per ep.|PG - Children|3977|6828|4386|32|509|1269|447|1176|985|113|114|273|364|280|206|132|67|49|48
27369|Eigo de Asobo: Tanken Goblin Tou||Kids, Adventure, Fantasy, Comedy|TV|100|4/2/1990|3/29/1991|NHK||Gallop||25 min. per ep.|PG - Children|13904|15025|194|0|7|63|7|58|59|7||1|11|4|7|4|1||7
27371|Sore Ike! Anpanman: Bokura wa Hero||Kids, Fantasy, Comedy|Movie|1|7/26/1997||||TMS Entertainment||25 min.|PG - Children|12151|14731|208|0|10|89|3|51|55|12||1|4|5|9|3|1|1|3
27373|Sore Ike! Anpanman: Otanjoubi Series||Kids, Fantasy, Comedy|OVA|12|4/26/1995|2/1/1996|||TMS Entertainment||30 min. per ep.|PG - Children|12181|15159|184|0|7|71|4|48|54|9|1|1|2|9|8|4|||4
27375|Hitoribotchi||Drama|Movie|1|3/18/1969||||Toei Animation||25 min.|G - All Ages|14458|13736|280|0|15|52|9|58|146|3||6|2||6|2|1|1|5
27377|Tanuki-san Ooatari||Kids|Movie|1|3/19/1967||||Toei Animation||15 min.|PG - Children|12384|15449|167|0|8|40|5|64|50|4||2|8|3|3||||7
27379|Sekai no Ouja: King Kong Taikai||Adventure, Sci-Fi|Special|1|12/31/1966||||Toei Animation||56 min.|G - All Ages|11878|14755|208|0|8|56|7|59|78|4||2|6|2|6|1||2|7
27387|Under the Dog|6.31|Action, Sci-Fi, Thriller|OVA|1|8/1/2016||||Kinema Citrus, Orange|Original|38 min.|R+ - Mild Nudity|6853|2366|45815|68|1338|25465|360|316|18336|755|1240|2836|5136|4085|2547|1412|913|513|253
27389|Oretachi, Tomodachi!||Kids, Fantasy|OVA|1|12/8/2006||Group TAC, Toei Video||||52 min.|PG - Children|11392|15925|142|0|8|35|2|41|56|3||1|4|3|2|3||1|4
27393|Kyuumei Senshi Nanosaver||Adventure, Shounen|TV|28|4/9/1997|1/22/1998|Studio Junio|||Original|25 min. per ep.|PG - Children|15261|14794|206|1|14|53|5|43|91|3||6|1|4|8||2||3
27399|Peeping Life Movie: We Are The Hero||Slice of Life, Comedy|OVA|9|11/15/2014||CoMix Wave Films||||7 min. per ep.|G - All Ages|11507|13777|277|1|16|68|5|50|138|4|1|1|4|7|10|2|2|2|5
27405|Zou no Senaka: Tabidatsu Hi|6.09|Drama, Seinen, Slice of Life|OVA|1|10/26/2007||Pony Canyon||||7 min.|G - All Ages|7840|12754|384|0|14|224|4|43|99|10|6|14|26|56|22|11|8|4|2
27411|Koukaku Kidoutai: Shin Movie|7.48|Action, Sci-Fi, Police, Psychological, Mecha|Movie|1|6/20/2015||Bandai Visual|Funimation|Production I.G|Manga|1 hr. 40 min.|R - 17+ (violence & profanity)|1640|2539|39927|77|939|19548|473|251|18716|1023|1882|4419|4031|1491|679|226|98|49|50
27417|Diabolik Lovers OVA|5.77|Harem, School, Vampire, Shoujo|OVA|1|2/26/2015||Frontier Works||Production I.G, Zexcs|Visual novel|11 min.|PG-13 - Teens 13 or older|8944|2998|29636|109|590|22705|217|267|5857|1165|795|1173|2211|2716|2376|1333|839|681|656
27419|Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari|6.81|Slice of Life, Music, School|Special|1|12/17/2014||||P.A. Works|Original|11 min.|PG-13 - Teens 13 or older|4395|5592|7219|5|216|4196|120|69|2618|153|192|442|939|658|291|76|33|17|11
27441|Show By Rock!!|7.04|Comedy, Music|TV|12|4/5/2015|6/21/2015|Shochiku, Pony Canyon, Sanrio, Tokyo MX, Studio GOONEYS, Docomo Anime Store, Sammy, FuRyu|Funimation|Bones|Game|24 min. per ep.|PG-13 - Teens 13 or older|3484|1854|66565|338|4723|27122|2821|4872|27027|1490|2066|4524|6487|3813|2150|916|385|228|163
27451|Porong Porong Pororo 2||Kids|TV|52|12/3/2005|5/28/2006|||||5 min. per ep.|G - All Ages|11578|13958|262|0|11|143|10|48|50|8|3|8|15|16|24|14|4|5|5
27455|Porong Porong Pororo 3||Kids, Sci-Fi|TV|52|5/4/2009|10/27/2009|||||5 min. per ep.|G - All Ages|11607|14170|249|0|11|138|7|47|46|8|4|3|16|13|28|13|4|5|6
27457|Porong Porong Pororo 4||Cars, Kids|TV|26|2/29/2012|5/24/2012|||||11 min. per ep.|G - All Ages|11606|13944|263|2|13|131|9|59|51|10|1|2|12|13|20|8|10|7|5
27459|Porong Porong Pororo 5||Kids, Cars|TV|26|2/24/2014|5/20/2014|||||11 min. per ep.|G - All Ages|11609|13979|262|1|11|132|8|56|55|10|2|3|12|16|21|11|3|5|6
27463|Pororo Geugjangpan Super Sseolmae Daemoheom||Cars, Kids|Movie|1|1/23/2013||||||1 hr. 16 min.|G - All Ages|11614|14604|217|1|10|103|6|44|54|6|3|3|6|7|13|13|3|3|6
27465|Pororo Hanguk-e Wass-eoyo||Adventure, Kids|ONA|1|3/7/2013||||||14 min.|G - All Ages|11585|14264|240|0|7|139|5|41|48|8|2|1|4|16|14|7|13|4|4
27491|Sore Ike! Anpanman: Kaiketsu Naganegiman to Doremi Hime||Kids, Fantasy, Comedy|Movie|1|7/12/2003||||TMS Entertainment||20 min.|PG - Children|12166|14034|258|0|10|101|5|54|88|10||1|5|9|9|4|3||3
27493|Sore Ike! Anpanman: Yuuki to Honoo to Christmas||Comedy, Kids, Fantasy|Special|1|11/5/2003||||TMS Entertainment||50 min.|PG - Children|12202|15110|187|0|9|68|5|49|56|6|4|1|3|5|6|2|2||3
27495|Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman||Kids, Adventure, Fantasy|Movie|1|7/14/2001||||TMS Entertainment||20 min.|PG - Children|12163|13980|260|1|10|117|7|49|77|10|2|2|11|11|12|3|4|1|4
27497|Sore Ike! Anpanman: Kieta Jam Ojisan||Adventure, Kids, Fantasy|Special|1|2/21/2000||||TMS Entertainment||50 min.|PG - Children|12169|14510|222|0|13|90|4|51|64|11|||3|9|7|3|2||3
27501|Sore Ike! Anpanman: Anpanman to Tanoshii Nakama-tachi||Kids, Adventure, Fantasy|Movie|1|7/24/1999||||TMS Entertainment||25 min.|PG - Children|12146|14695|210|0|9|95|3|50|53|9||3|8|6|11|2|3|2|2
27503|Karen Senki|5.79|Action, Sci-Fi|ONA|11|9/27/2014|12/6/2014|||Next Media Animation|Original|11 min. per ep.|PG-13 - Teens 13 or older|8878|4800|10520|7|704|4582|511|2001|2722|102|150|364|785|951|833|537|331|215|158
27509|Toaru Majutsu no Index 10th Anniversary PV|6.86|Action, Comedy, Magic, Sci-Fi, Super Power|Special|1|9/10/2014||ASCII Media Works||J.C.Staff|Light novel|1 min.|PG-13 - Teens 13 or older|4209|4666|11366|16|343|6793|189|169|3872|416|269|595|1157|843|502|109|46|33|34
27519|Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV)||Comedy, Magic|TV|12|10/7/2014|12/23/2014|Tokyo MX||||15 min. per ep.|PG - Children|15138|12299|472|1|34|123|24|80|211|9|9|4|9|14|15|9|7|8|12
27521|Gra-P & Rodeo||Music, Comedy|TV|61|10/19/2014|12/29/2015|Lantis||Pie in the sky|Original|2 min. per ep.|PG-13 - Teens 13 or older|14188|13265|323|0|37|74|16|89|107|8|7|3|4|8|12|2|5|6|10
27525|Fate/kaleid liner Prisma☆Illya 2wei Herz!|7.25|Action, Slice of Life, Comedy, Magic, Fantasy|TV|10|7/25/2015|9/26/2015|Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx, Tokyo MX, Kadokawa Media House|Sentai Filmworks|SILVER LINK.|Manga|23 min. per ep.|PG-13 - Teens 13 or older|2572|1326|106809|228|3598|73011|1769|1555|26876|4046|5793|14251|17737|8047|3354|1355|625|293|246
27539|Pikmin Short Movies|6.91|Kids, Fantasy|Movie|3|10/25/2014||Nintendo||Dynamo Pictures|Game|7 min. per ep.|G - All Ages|3962|9974|1244|7|25|847|15|47|310|71|47|115|212|119|68|15|7|9|3
27551|Deko Boko Friends||Comedy, Kids|TV|61|4/1/2002|3/18/2011|NHK|||Original|1 min. per ep.|PG - Children|13792|15127|188|2|14|60|9|47|58|9|2||5|11|9|1|2||6
27557|Ajisai no Uta||Comedy, Historical, Drama|OVA|4|8/19/2004|1/19/2006|Group TAC||||54 min. per ep.|G - All Ages|13237|13287|322|0|16|91|4|50|161|8|3|3|8|6|12|6|6|2|3
27559|Mellow||Comedy, School, Seinen|OVA|1|7/23/1993||||||44 min.|R+ - Mild Nudity|15510|13095|344|0|20|83|11|30|200|6|2|3|9|5|9|4|3|2|4
27561|J League wo 100-bai Tanoshiku Miru Houhou!!||Parody, Sports, Comedy|Movie|1|6/11/1994||Ajia-Do, TBS, Nichion||||1 hr. 45 min.|G - All Ages|14648|15222|180|1|11|54|2|49|64|5||1|6|2|3|5|2|5|3
27567|Fushigi Yuugi Special: Nakago Shikkari Shinasai!|7.06|Comedy|Special|2|7/25/1996||||Studio Pierrot|Manga|2 min. per ep.|PG - Children|3394|8600|2187|11|54|1278|39|36|780|106|80|119|190|116|67|18|8|6|3
27569|Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix||Cars, Kids, Fantasy|Movie|1|7/10/2010||||TMS Entertainment||20 min.|PG - Children|12157|14273|239|0|12|114|5|48|60|11|1|1|10|8|13|8|3|1|8
27571|Sore Ike! Anpanman: Keito no Shiro no Christmas||Comedy, Kids, Fantasy|Special|1|12/25/1995||||TMS Entertainment||50 min.|PG - Children|12168|15073|189|0|7|73|3|49|57|10||2|3|6|8|2|2|1|3
27579|Mii-chan no Tenohira||Historical, Drama|Movie|1|5/29/1993||Magic Bus||||20 min.|G - All Ages|15547|15369|173|0|12|41|2|39|79|7||1|2|2|5|1|1|1|2
27589|47 Todoufuken|5.59|Kids, Comedy|TV|26|4/7/2011|9/29/2011|||Pollyanna Graphics|Original|1 min. per ep.|G - All Ages|9450|12846|373|2|12|164|9|72|116|9|1|2|10|24|29|11|7|5|16
27601|Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars|7.47|Comedy, Drama, Romance, School, Slice of Life|Special|1|9/17/2014||Lantis|Sentai Filmworks|Kyoto Animation|Light novel|24 min.|PG-13 - Teens 13 or older|1672|1519|91158|88|1535|70882|718|400|17623|4038|5640|13698|15701|5703|2144|605|264|120|90
27613|Selector Infected WIXOSS: Midoriko-san to Piruruku-tan|5.89|Comedy|Special|3|8/27/2014|12/19/2014|||J.C.Staff|Card game|5 min. per ep.|PG-13 - Teens 13 or older|8553|5241|8423|3|437|4289|394|304|2999|137|110|254|533|762|596|280|140|64|64
27619|Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue|5.99|Comedy, Ecchi, Romance, Shounen, Slice of Life|OVA|6|4/18/2014||Opera House||Brain's Base|Manga|3 min. per ep.|PG-13 - Teens 13 or older|8277|5044|9409|6|555|4523|278|235|3818|144|98|261|586|809|548|214|128|84|54
27621|Glass no Kamen Desu ga to Z|6.09|Comedy, Parody|TV|14|4/28/2013|7/28/2013|||DLE||3 min. per ep.|PG-13 - Teens 13 or older|7850|11424|667|0|33|200|30|69|335|7|4|10|28|19|17|5|6|7|17
27629|Tantei Kageki Milky Holmes TD|6.45|Mystery, Comedy, Super Power|TV|12|1/3/2015|3/28/2015|Sotsu, Bushiroad, Chrono Gear Creative||J.C.Staff, Nomad|Original|22 min. per ep.|PG-13 - Teens 13 or older|6193|5432|7721|11|446|3519|345|584|2827|144|167|374|711|598|391|202|79|44|32
27631|God Eater|7.3|Action, Fantasy, Military, Sci-Fi|TV|13|7/12/2015|3/26/2016|Bandai Visual, Lantis, Anime Consortium Japan|Aniplex of America|ufotable|Game|23 min. per ep.|R - 17+ (violence & profanity)|2331|311|426616|1856|35000|242285|16731|31573|101027|15230|24915|50416|55417|28570|14157|6929|3031|1472|1001
27633|Gekkan Shoujo Nozaki-kun Specials|7.78|Comedy, Romance, School|Special|6|9/24/2014|2/25/2015|Media Factory|Sentai Filmworks|Doga Kobo|4-koma manga|3 min. per ep.|PG-13 - Teens 13 or older|854|1319|107855|99|3494|85605|1765|824|16167|5890|9957|19330|15551|5421|1847|393|121|53|55
27651|Ginga Tetsudou 999: Niji no Michishirube||Sci-Fi, Historical, Drama|Movie|1|7/4/2001||Dentsu, 81 Produce, Dentsu Tec||Toei Animation||17 min.|G - All Ages|14135|11824|569|0|24|151|27|50|317|7|6|3|23|17|16|2|2|1|3
27653|Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki|6.9|Action, Adventure, Comedy, Seinen|Movie|1|4/18/2015||TV Asahi||Shin-Ei Animation|Manga|1 hr. 43 min.|G - All Ages|4014|8504|2313|1|48|1672|25|74|494|89|93|232|385|225|117|26|15|6|17
27655|Aldnoah.Zero 2nd Season|6.98|Action, Mecha, Sci-Fi, Space|TV|12|1/11/2015|3/29/2015|Aniplex, Movic, Nitroplus, Houbunsha, MAGES., Tokyo MX, Asahi Broadcasting, BS11|Aniplex of America|A-1 Pictures, TROYCA|Original|23 min. per ep.|R - 17+ (violence & profanity)|3689|552|265556|1122|9321|210410|5139|8911|31775|11891|20320|36360|42089|24330|13079|9199|4502|2442|1614
27663|Baby Steps 2nd Season|8.07|Sports, Romance, School, Shounen|TV|25|4/5/2015|9/20/2015|NHK||Studio Pierrot|Manga|24 min. per ep.|PG-13 - Teens 13 or older|446|1733|75937|310|4410|58349|2131|1269|9778|4676|11203|17433|9122|2501|774|191|73|27|64
27677|Stratos 4 OVA: Stratos 4.1 - Dutch Roll|5.89|Action, Parody, Military, Sci-Fi|Special|1|5/28/2004|||Bandai Entertainment|Studio Fantasia||5 min.|PG-13 - Teens 13 or older|8557|11498|643|1|35|285|18|39|266|11|5|6|34|47|31|21|12|3|6
27681|Sasurai-kun||Slice of Life, Comedy|TV|13|4/7/1992|6/30/1992|Asatsu DK, TBS||Shin-Ei Animation|Manga|25 min. per ep.|PG-13 - Teens 13 or older|11845|14905|201|0|15|52|4|49|81|7|||8|5|6|1|1|1|2
27683|Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol||Comedy, Kids, Fantasy|Movie|1|7/7/2012||||TMS Entertainment|Picture book|20 min.|PG - Children|12187|14871|202|1|8|74|4|54|62|7|4||4|7|9|4||1|4
27687|Oshiri Kajiri Mushi (TV) 3rd Season|5.27|Comedy, Kids|TV|10|10/6/2014|12/8/2014|||Kinema Citrus|Music|5 min. per ep.|G - All Ages|10170|11879|550|0|30|287|17|82|134|8|1|11|27|35|51|29|26|20|13
27693|Heart Cocktail||Romance, Seinen|TV|77|10/3/1986|3/26/1988|Nippon Television Network, Meruhensha||||3 min. per ep.|PG-13 - Teens 13 or older|14313|11193|734|0|35|123|19|50|507|9|6|6|16|15|14|6|4|2|4
27709|Saki Biyori Animation|6.65|Comedy, School, Seinen, Slice of Life|OVA|1|7/25/2015||Square Enix||Studio Gokumi|4-koma manga|24 min.|PG-13 - Teens 13 or older|5114|7757|3064|5|83|1650|54|55|1222|77|67|168|310|247|131|49|22|12|9
27721|Kasumin|6.31|Fantasy, Kids|TV|26|10/13/2001|4/6/2002|NHK||OLM||25 min. per ep.|G - All Ages|6846|11177|734|2|85|148|64|72|365|9|6|21|37|19|18|10|4|3|4
27723|Kasumin 2nd Season||Kids, Fantasy|TV|26|10/5/2002|4/5/2003|NHK||OLM||25 min. per ep.|G - All Ages|14903|13859|267|2|15|82|10|51|109|4|1|8|15|5|8|2|1|4|1
27727|Binan Koukou Chikyuu Boueibu LOVE!|6.89|Slice of Life, Comedy, Parody, Magic, School|TV|12|1/7/2015|3/25/2015|Sotsu, Pony Canyon|Ponycan USA|Diomedéa|Original|24 min. per ep.|PG-13 - Teens 13 or older|4058|1809|70904|529|5377|32910|4340|9533|18744|2404|2611|4963|7370|5124|3363|1705|858|561|468
27737|Battle Spirits: Burning Soul|6.71|Game|TV|51|4/1/2015|3/30/2016|||Bandai Namco Pictures|Card game|22 min. per ep.|PG - Children|4836|7691|3152|17|339|1128|194|396|1095|87|64|164|255|205|159|57|22|18|16
27741|Shounen Hollywood: Holly Stage for 50|6.57|Music, Slice of Life, Shoujo|TV|13|1/10/2015|4/4/2015|Starchild Records|Funimation|Zexcs|Novel|23 min. per ep.|PG-13 - Teens 13 or older|5517|6170|5643|11|291|2381|259|409|2303|131|139|269|443|349|229|125|61|39|35
27757|Anisava|5.69|Slice of Life, Comedy, Romance|TV|13|8/26/2013|1/13/2014|||TMS Entertainment, DLE||5 min. per ep.|PG-13 - Teens 13 or older|9191|11742|589|0|29|265|22|119|154|11|5|10|21|51|58|28|7|14|18
27775|Plastic Memories|7.94|Sci-Fi, Drama, Romance|TV|13|4/5/2015|6/28/2015|Aniplex, Movic, AT-X, ASCII Media Works, Bushiroad, MAGES., Asahi Broadcasting, BS11|Aniplex of America|Doga Kobo|Original|24 min. per ep.|PG-13 - Teens 13 or older|623|154|643043|9223|34019|396899|20291|22823|169011|51548|66207|94793|65999|26175|11927|5412|2090|945|739
27783|Sword Gai The Animation|5.84|Action, Supernatural, Seinen|ONA|12|3/23/2018||LandQ studios, Netflix||Production I.G, DLE|Manga|22 min. per ep.|R - 17+ (violence & profanity)|8729|2278|49605|39|2491|27497|972|3301|15344|596|725|1998|4797|5343|3749|2353|1277|748|589
27785|Doamaiger D|5.32|Action, Comedy, Mecha|TV|13|1/5/2015|3/30/2015||Funimation|ILCA|Original|2 min. per ep.|G - All Ages|10083|9428|1581|0|66|729|66|197|523|19|9|26|85|140|134|85|63|36|29
27787|Nisekoi:|7.39|Comedy, Harem, Romance, School, Shounen|TV|12|4/10/2015|6/26/2015|Aniplex, Shueisha|Aniplex of America|Shaft|Manga|24 min. per ep.|PG-13 - Teens 13 or older|1920|239|500350|2322|17271|404576|8509|10213|59781|24762|39225|83571|91647|40153|17055|7026|2613|1234|934
27789|Yodaka no Hoshi (Music)|5.94|Slice of Life, Fantasy, Music, Drama|Music|1|10/1/2014||Pony Canyon, Kamikaze Douga|||Music|3 min.|PG-13 - Teens 13 or older|8436|10599|941|3|21|730|8|23|159|27|12|46|105|145|91|46|26|15|13
27793|It Girl|5.67|Music|Music|1|9/30/2014||NAZ, HOTZIPANG|||Original|5 min.|PG-13 - Teens 13 or older|9234|8624|2164|3|14|1963|13|34|140|65|51|123|200|304|313|144|80|51|63
27815|Cardfight!! Vanguard G|6.52|Action, Game, Shounen|TV|48|10/26/2014|10/4/2015|TV Tokyo, Dentsu, Sotsu, Bushiroad||TMS Entertainment|Card game|24 min. per ep.|PG-13 - Teens 13 or older|5771|4615|11747|36|867|7147|502|918|2313|310|329|742|1577|1341|795|322|142|101|67
27821|Fate/stay night: Unlimited Blade Works Prologue|8.1|Action, Fantasy, Magic, Supernatural|Special|1|10/5/2014||Aniplex, Notes|Aniplex of America|ufotable|Visual novel|51 min.|PG-13 - Teens 13 or older|413|604|239361|412|3430|207405|1022|667|26837|19307|36765|52711|27871|8042|2952|882|384|215|242
27825|Long Zhi Gu: Poxiao Qibing|7.21|Action, Adventure, Magic, Fantasy|Movie|1|7/31/2014||||Mili Pictures|Game|1 hr. 30 min.|PG-13 - Teens 13 or older|2746|6894|4260|27|129|2536|55|85|1455|235|219|413|493|252|130|79|35|16|11
27829|Heavy Object|7.29|Action, Military, Sci-Fi, Mecha|TV|24|10/3/2015|3/26/2016|Movic, Magic Capsule, Warner Bros. Japan, KlockWorx, ASCII Media Works, Showgate, GREE|Funimation|J.C.Staff, SANZIGEN|Light novel|23 min. per ep.|PG-13 - Teens 13 or older|2396|1145|128848|414|11617|59739|6689|13115|37688|3217|6215|13619|14510|7276|3989|2085|896|456|310
27831|Durarara!!x2 Ten|8.01|Action, Mystery, Supernatural|TV|12|7/4/2015|9/26/2015|Aniplex|Aniplex of America|Shuka|Light novel|24 min. per ep.|R - 17+ (violence & profanity)|529|448|312429|788|13039|216764|7281|3436|71909|19213|36103|58697|33822|10113|3351|1197|321|145|170
27833|Durarara!!x2 Ketsu|8.1|Action, Mystery, Supernatural|TV|12|1/9/2016|3/26/2016|Aniplex|Aniplex of America|Shuka|Light novel|24 min. per ep.|R - 17+ (violence & profanity)|412|474|297451|1079|12121|194936|7173|3669|79552|20066|35855|50233|27491|8545|3020|1196|406|131|190
27837|Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun||Sports|OVA|1|9/23/1988||||Shin-Ei Animation||34 min.|PG-13 - Teens 13 or older|14944|14160|250|0|12|76|5|41|116|6||9|5|8|11|4|4|1|5
27841|Karasu no Panya-san/Dorobou Gakkou||Kids|OVA|2|9/11/1998||||Toei Animation||20 min. per ep.|G - All Ages|14884|16038|135|0|8|35|5|38|49|3||1|7|3|4|1|||2
27843|Nemurenu Yoru no Chiisana Ohanashi||Kids|OVA|3|4/24/1992|10/23/1992|||||33 min. per ep.|G - All Ages|11117|16070|134|0|5|44|3|35|47|5||1|3|9|3|3||1|4
27845|Juupiki no Kaeru||Kids|OVA|2|3/13/1998|3/21/1998|Toei Video||Toei Animation|Picture book|20 min. per ep.|G - All Ages|14735|16029|136|0|9|36|3|39|49|3||6|5|2|2||2||2
27847|Kyoushitsu wa Obake ga Ippai/Boku wa Yuusha da zo||Fantasy, Kids, Supernatural|OVA|1|7/10/1998||||Toei Animation||45 min.|G - All Ages|15245|16137|130|0|10|35|4|35|46|3|||7|5|2|1|||3
27849|Nezumi-kun no Chokki||Kids|OVA|4|7/21/1997|1/21/2000|||Toei Animation||20 min. per ep.|G - All Ages|11141|16231|127|0|7|33|2|42|43|3||1|1|6|3|1||1|4
27851|Ushiro no Seki no Ochiai-kun||Kids, School|OVA|1|12/8/1995||||Toei Animation||46 min.|G - All Ages|12720|15805|147|0|8|35|2|45|57|5||3|2|2|3|1|2||3
27855|Chibi Neko Chobi/Chibi Neko Kobi to Tomodachi||Kids|OVA|1|12/8/2006||||Toei Animation||40 min.|G - All Ages|13606|15752|150|0|7|44|4|43|52|4||2|9|4|3|1|3|1|3
27857|Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu|6.7|Comedy|ONA|13|10/10/2014|1/6/2015|Media Factory|Funimation|Studio PuYUKAI|Light novel|2 min. per ep.|PG-13 - Teens 13 or older|4905|4254|14268|9|592|10119|386|443|2728|457|452|988|1875|1493|833|252|115|83|72
27887|Yama no Susume: Second Season Specials|6.86|Slice of Life, Comedy|Special|2|10/24/2014|3/27/2015|Earth Star Entertainment||8bit|Manga|15 min. per ep.|PG-13 - Teens 13 or older|4219|5512|7519|0|259|5050|175|89|1946|178|240|654|1214|762|321|113|43|18|14
27891|Sword Art Online II: Debriefing|6.56|Action, Adventure, Fantasy, Game|Special|1|10/11/2014||Aniplex, Genco||A-1 Pictures|Light novel|24 min.|PG-13 - Teens 13 or older|5592|1547|89257|363|1415|74822|604|818|11598|4911|3517|6048|10722|9802|6204|2473|1224|889|1145
27899|Tokyo Ghoul √A|7.07|Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen|TV|12|1/9/2015|3/27/2015|Marvelous AQL, Shueisha|Funimation|Studio Pierrot|Manga|24 min. per ep.|R - 17+ (violence & profanity)|3343|42|1226168|11097|41115|1072579|14227|29761|68486|98678|115987|166412|178939|113336|66311|47884|23686|13773|10261
